"id","supplier/supplier/id","seller_ids/product_code","supplier/min_qty","seller_ids/pricelist_ids/price","seller_ids/pricelist_ids/min_quantity"
"Product_00050","res_partner_supplier_0043",,1,7800,1
"Product_00051","res_partner_supplier_0043",,1,7800,1
"Product_00052","res_partner_supplier_0043",,1,3450,1
"Product_00053","res_partner_supplier_0043",,1,2600,1
"Product_00054","res_partner_supplier_0043",,1,4300,1
"Product_00055","res_partner_supplier_0043",,1,1100,1
"Product_00056","res_partner_supplier_0043",,1,1600,1
"Product_00057","res_partner_supplier_0043",,1,400,1
"Product_00058","res_partner_supplier_0043",,1,1450,1
"Product_00059","res_partner_supplier_0043",,1,2100,1
"Product_00060","res_partner_supplier_0043",,1,2900,1
"Product_00061","res_partner_supplier_0043",,1,1100,1
"Product_00062","res_partner_supplier_0043",,1,1400,1
"Product_00063","res_partner_supplier_0043",,1,1750,1
"Product_00064","res_partner_supplier_0043",,1,1950,1
"Product_00065","res_partner_supplier_0043",,1,1200,1
"Product_00066","res_partner_supplier_0043",,1,1400,1
"Product_00067","res_partner_supplier_0043",,1,1575,1
"Product_00068","res_partner_supplier_0043",,1,1400,1
"Product_00069","res_partner_supplier_0043",,1,1500,1
"Product_00070","res_partner_supplier_0043",,1,1200,1
"Product_00071","res_partner_supplier_0043",,1,2100,1
"Product_00072","res_partner_supplier_0043",,1,1100,1
"Product_00073","res_partner_supplier_0043",,1,1950,1
"Product_00074","res_partner_supplier_0043",,1,1700,1
"Product_00075","res_partner_supplier_0043",,1,1200,1
"Product_00076","res_partner_supplier_0043",,1,2100,1
"Product_00077","res_partner_supplier_0043",,1,2600,1
"Product_00078","res_partner_supplier_0043",,1,3000,1
"Product_00079","res_partner_supplier_0043",,1,6400,1
"Product_00080","res_partner_supplier_0043",,1,9300,1
"Product_00081","res_partner_supplier_0043",,1,4500,1
"Product_00082","res_partner_supplier_0043",,1,2900,1
"Product_00083","res_partner_supplier_0043",,1,2900,1
"Product_00084","res_partner_supplier_0043",,1,4500,1
"Product_00085","res_partner_supplier_0043",,1,6000,1
"Product_00086","res_partner_supplier_0043",,1,6000,1
"Product_00087","res_partner_supplier_0043",,1,4300,1
"Product_00088","res_partner_supplier_0043",,1,2700,1
"Product_00089","res_partner_supplier_0043",,1,2700,1
"Product_00090","res_partner_supplier_0043",,1,4300,1
"Product_00091","res_partner_supplier_0043",,1,5800,1
"Product_00092","res_partner_supplier_0043",,1,5800,1
"Product_00093","res_partner_supplier_0043",,1,1625,1
"Product_00094","res_partner_supplier_0043",,1,2025,1
"Product_00095","res_partner_supplier_0043",,1,4400,1
"Product_00096","res_partner_supplier_0043",,1,4900,1
"Product_00097","res_partner_supplier_0043",,1,5500,1
"Product_00098","res_partner_supplier_0043",,1,1500,1
"Product_00099","res_partner_supplier_0043",,1,1500,1
"Product_00100","res_partner_supplier_0043",,1,1950,1
"Product_00101","res_partner_supplier_0043",,1,2900,1
"Product_00102","res_partner_supplier_0043",,1,4200,1
"Product_00103","res_partner_supplier_0043",,1,6350,1
"Product_00104","res_partner_supplier_0043",,1,6350,1
"Product_00105","res_partner_supplier_0043",,1,7850,1
"Product_00106","res_partner_supplier_0043",,1,7850,1
"Product_00107","res_partner_supplier_0043",,1,6350,1
"Product_00108","res_partner_supplier_0043",,1,6350,1
"Product_00109","res_partner_supplier_0043",,1,900,1
"Product_00110","res_partner_supplier_0043",,1,1200,1
"Product_00111","res_partner_supplier_0043",,1,895,1
"Product_00112","res_partner_supplier_0043",,1,995,1
"Product_00113","res_partner_supplier_0043",,1,995,1
"Product_00114","res_partner_supplier_0043",,1,594,1
"Product_00115","res_partner_supplier_0043",,1,567,1
"Product_00116","res_partner_supplier_0043",,1,795,1
"Product_00117","res_partner_supplier_0043",,1,2500,1
"Product_00118","res_partner_supplier_0043",,1,995,1
"Product_00119","res_partner_supplier_0043",,1,795,1
"Product_00120","res_partner_supplier_0043",,1,795,1
"Product_00121","res_partner_supplier_0043",,1,995,1
"Product_00122","res_partner_supplier_0043",,1,2500,1
"Product_00123","res_partner_supplier_0043",,1,2500,1
"Product_00124","res_partner_supplier_0043",,1,265,1
"Product_00125","res_partner_supplier_0043",,1,300,1
"Product_00126","res_partner_supplier_0043",,1,265,1
"Product_00127","res_partner_supplier_0043",,1,300,1
"Product_00128","res_partner_supplier_0043",,1,195,1
"Product_00129","res_partner_supplier_0043",,1,195,1
"Product_00130","res_partner_supplier_0043",,1,135,1
"Product_00131","res_partner_supplier_0043",,1,145,1
"Product_00132","res_partner_supplier_0043",,1,325,1
"Product_00133","res_partner_supplier_0043",,1,160,1
"Product_00134","res_partner_supplier_0043",,1,325,1
"Product_00135","res_partner_supplier_0043",,1,325,1
"Product_00136","res_partner_supplier_0043",,1,325,1
"Product_00137","res_partner_supplier_0043",,1,80,1
"Product_00138","res_partner_supplier_0043",,1,215,1
"Product_00139","res_partner_supplier_0043",,1,135,1
"Product_00140","res_partner_supplier_0043",,1,135,1
"Product_00141","res_partner_supplier_0043",,1,135,1
"Product_00142","res_partner_supplier_0043",,1,135,1
"Product_00143","res_partner_supplier_0043",,1,215,1
"Product_00144","res_partner_supplier_0043",,1,135,1
"Product_00145","res_partner_supplier_0043",,1,135,1
"Product_00146","res_partner_supplier_0043",,1,175,1
"Product_00147","res_partner_supplier_0043",,1,215,1
"Product_00148","res_partner_supplier_0043",,1,215,1
"Product_00149","res_partner_supplier_0043",,1,325,1
"Product_00150","res_partner_supplier_0043",,1,375,1
"Product_00151","res_partner_supplier_0043",,1,225,1
"Product_00152","res_partner_supplier_0043",,1,116,1
"Product_00153","res_partner_supplier_0043",,1,215,1
"Product_00154","res_partner_supplier_0043",,1,215,1
"Product_00155","res_partner_supplier_0043",,1,190,1
"Product_00156","res_partner_supplier_0043",,1,215,1
"Product_00157","res_partner_supplier_0043",,1,215,1
"Product_00158","res_partner_supplier_0043",,1,215,1
"Product_00159","res_partner_supplier_0043",,1,315,1
"Product_00160","res_partner_supplier_0043",,1,315,1
"Product_00161","res_partner_supplier_0043",,1,215,1
"Product_00162","res_partner_supplier_0043",,1,215,1
"Product_00163","res_partner_supplier_0043",,1,215,1
"Product_00164","res_partner_supplier_0043",,1,215,1
"Product_00165","res_partner_supplier_0043",,1,270,1
"Product_00166","res_partner_supplier_0043",,1,425,1
"Product_00167","res_partner_supplier_0043",,1,425,1
"Product_00168","res_partner_supplier_0043",,1,750,1
"Product_00169","res_partner_supplier_0043",,1,340,1
"Product_00170","res_partner_supplier_0043",,1,400,1
"Product_00171","res_partner_supplier_0043",,1,340,1
"Product_00172","res_partner_supplier_0043",,1,340,1
"Product_00173","res_partner_supplier_0043",,1,400,1
"Product_00174","res_partner_supplier_0043",,1,220,1
"Product_00175","res_partner_supplier_0043",,1,220,1
"Product_00176","res_partner_supplier_0043",,1,220,1
"Product_00177","res_partner_supplier_0043",,1,250,1
"Product_00178","res_partner_supplier_0043",,1,220,1
"Product_00179","res_partner_supplier_0043",,1,220,1
"Product_00180","res_partner_supplier_0043",,1,160,1
"Product_00181","res_partner_supplier_0043",,1,160,1
"Product_00182","res_partner_supplier_0043",,1,220,1
"Product_00183","res_partner_supplier_0043",,1,220,1
"Product_00184","res_partner_supplier_0043",,1,220,1
"Product_00185","res_partner_supplier_0043",,1,220,1
"Product_00186","res_partner_supplier_0043",,1,250,1
"Product_00187","res_partner_supplier_0043",,1,300,1
"Product_00188","res_partner_supplier_0043",,1,220,1
"Product_00189","res_partner_supplier_0043",,1,80,1
"Product_00190","res_partner_supplier_0043",,1,145,1
"Product_00191","res_partner_supplier_0043",,1,170,1
"Product_00192","res_partner_supplier_0043",,1,170,1
"Product_00193","res_partner_supplier_0043",,1,145,1
"Product_00194","res_partner_supplier_0043",,1,145,1
"Product_00195","res_partner_supplier_0043",,1,80,1
"Product_00196","res_partner_supplier_0043",,1,90,1
"Product_00197","res_partner_supplier_0043",,1,80,1
"Product_00198","res_partner_supplier_0043",,1,90,1
"Product_00199","res_partner_supplier_0043",,1,125,1
"Product_00200","res_partner_supplier_0043",,1,190,1
"Product_00201","res_partner_supplier_0043",,1,115,1
"Product_00202","res_partner_supplier_0043",,1,145,1
"Product_00203","res_partner_supplier_0043",,1,160,1
"Product_00204","res_partner_supplier_0043",,1,135,1
"Product_00205","res_partner_supplier_0043",,1,190,1
"Product_00206","res_partner_supplier_0043",,1,145,1
"Product_00207","res_partner_supplier_0043",,1,145,1
"Product_00208","res_partner_supplier_0043",,1,135,1
"Product_00209","res_partner_supplier_0043",,1,120,1
"Product_00210","res_partner_supplier_0043",,1,145,1
"Product_00211","res_partner_supplier_0043",,1,145,1
"Product_00212","res_partner_supplier_0043",,1,145,1
"Product_00213","res_partner_supplier_0043",,1,145,1
"Product_00214","res_partner_supplier_0043",,1,130,1
"Product_00215","res_partner_supplier_0043",,1,145,1
"Product_00216","res_partner_supplier_0043",,1,130,1
"Product_00217","res_partner_supplier_0043",,1,165,1
"Product_00218","res_partner_supplier_0043",,1,160,1
"Product_00219","res_partner_supplier_0043",,1,215,1
"Product_00220","res_partner_supplier_0043",,1,235,1
"Product_00221","res_partner_supplier_0043",,1,140,1
"Product_00222","res_partner_supplier_0043",,1,110,1
"Product_00223","res_partner_supplier_0043",,1,120,1
"Product_00224","res_partner_supplier_0043",,1,120,1
"Product_00225","res_partner_supplier_0043",,1,160,1
"Product_00226","res_partner_supplier_0043",,1,170,1
"Product_00227","res_partner_supplier_0043",,1,145,1
"Product_00228","res_partner_supplier_0043",,1,145,1
"Product_00229","res_partner_supplier_0043",,1,185,1
"Product_00230","res_partner_supplier_0043",,1,135,1
"Product_00231","res_partner_supplier_0043",,1,195,1
"Product_00232","res_partner_supplier_0043",,1,180,1
"Product_00233","res_partner_supplier_0043",,1,135,1
"Product_00234","res_partner_supplier_0043",,1,235,1
